"Electorate","Place","Address","Type","ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Green Party","Internet Party","Labour Party","MANA","Māori Party","National Party","New Zealand First Party","New Zealand People's Party","NZ Outdoors Party","The Opportunities Party (TOP)","United Future","Total Valid Party Votes","Informal Party Votes"
"Waimakariri","Belfast","Belfast School, 700 Main North Road","Regular",3,0,0,2,0,33,0,359,0,2,674,58,0,1,20,1,1153,0
"Waimakariri","Bishopdale","Bishopdale School Hall, 465 Greers Road","Regular",0,0,0,0,0,4,0,11,0,0,36,3,0,0,1,0,55,0
"Waimakariri","Bishopdale","Cotswold School Hall, 50 Cotswold Avenue","Regular",0,0,0,0,0,17,2,101,0,1,275,18,0,0,10,0,424,1
"Waimakariri","Bishopdale","St Margaret's Presbyterian Church, The Hub, 94 Farrington Avenue","Regular",2,0,1,0,0,3,0,19,0,1,39,2,0,0,2,0,69,0
"Waimakariri","Christchurch City","Christchurch City Council, Civic Offices Foyer, 53 Hereford Street","Regular",0,0,0,0,0,0,0,3,0,0,8,1,0,0,0,0,12,0
"Waimakariri","Christchurch City","Christchurch East School Hall, 311 Gloucester Street","Regular",0,0,0,0,0,2,0,3,0,0,9,0,0,0,0,0,14,0
"Waimakariri","Christchurch City","Christchurch Public Hospital, Great Escape Café, 2 Riccarton Avenue","Regular",0,0,0,0,0,3,0,13,0,0,21,2,0,1,2,0,42,0
"Waimakariri","Clarkville","Clarkville School, 10 Heywards Road","Regular",0,0,1,1,1,13,0,92,0,0,281,15,0,1,4,0,409,1
"Waimakariri","Cust","Cust School, 473 Earlys Road","Regular",5,1,0,1,0,29,0,137,0,1,371,38,0,1,12,0,596,1
"Waimakariri","Eyreton","Eyreton Hall, corner Mandeville & South Eyre Roads","Regular",1,0,0,2,0,16,0,75,0,2,207,25,0,0,4,1,333,2
"Waimakariri","Fernside","Fernside School, 285 O'Roarkes Road","Regular",0,0,0,1,0,16,0,127,0,1,357,35,0,0,13,1,551,1
"Waimakariri","Harewood","Harewood Playcentre, 719 Harewood Road","Regular",3,0,0,0,0,5,0,9,0,0,63,1,0,0,2,0,83,0
"Waimakariri","Kaiapoi","Kaiapoi Co-operating Parish, 53 Fuller Street","Regular",1,7,0,8,2,43,1,418,1,1,418,83,0,2,11,1,997,4
"Waimakariri","Kaiapoi","Kaiapoi High School Cultural Centre, 101 Ohoka Road","Regular",4,2,1,3,0,31,1,402,0,3,482,84,0,0,14,0,1027,2
"Waimakariri","Kaiapoi","Kaiapoi North School, 278 Williams Street","Regular",2,2,2,2,1,40,0,474,0,2,631,82,1,2,30,0,1271,4
"Waimakariri","Kainga","Kainga Public Hall, corner Kainga Road & Ourbridge Street","Regular",0,0,0,0,0,2,0,3,0,0,1,1,0,0,1,0,8,0
"Waimakariri","Mairehau","Mairehau High School Hall, 440 Hills Road","Regular",0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,11,0
"Waimakariri","Marshland","Marshland School Hall, 11 Te Korari Street","Regular",0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,18,0
"Waimakariri","Ohapuku","Ohoka Community Sports & Events Centre, 261 Jacksons Road","Regular",2,1,0,1,0,34,0,130,0,2,340,37,0,0,14,0,561,0
"Waimakariri","Ouruhia","Ouruhia School Library, 21 Turners Road","Regular",0,0,0,0,0,3,0,11,0,0,13,2,0,0,0,0,29,0
"Waimakariri","Oxford","Oxford Jaycee's Hall, 56 Main Street","Regular",5,2,3,14,5,92,0,448,0,4,770,125,0,0,26,2,1496,2
"Waimakariri","Papanui","Casebrook Intermediate, 100 Veitches Road","Regular",6,5,3,0,0,34,0,267,0,5,337,42,0,0,20,0,719,0
"Waimakariri","Papanui","Northlands Shopping Mall, Hoyts Cinema Entrance, Main North Road","Regular",0,0,0,0,0,6,0,35,0,0,73,8,0,0,5,0,127,0
"Waimakariri","Papanui","Papanui High School Hall, 30 Langdons Road","Regular",0,1,0,0,0,0,0,13,0,0,21,0,0,0,0,0,35,0
"Waimakariri","Papanui","Papanui Primary School, 40 Winters Road","Regular",0,0,0,0,0,0,0,11,0,0,8,0,0,0,2,0,21,0
"Waimakariri","Papanui","St Joseph's School Hall, 4 Vagues Road","Regular",0,0,0,0,0,2,0,22,0,0,35,7,0,0,2,0,68,0
"Waimakariri","Papanui","St Paul's Anglican Church Parish Hall, 1 Harewood Road","Regular",0,0,0,0,0,1,0,3,0,0,8,1,0,0,2,0,15,0
"Waimakariri","Pegasus","Pegasus Bay School, 5 Solander Road","Regular",3,3,0,0,0,40,0,248,0,5,489,46,0,0,19,0,853,4
"Waimakariri","Rangiora","Ashgrove School, 48 Seddon Street","Regular",4,1,0,7,0,35,0,339,0,3,675,66,0,2,16,2,1150,4
"Waimakariri","Rangiora","Rangiora Borough School, 157 King Street","Regular",0,6,1,13,1,60,0,594,1,2,822,118,0,0,33,3,1654,1
"Waimakariri","Rangiora","Rangiora Gateway New Life School, 2 Denchs Road","Regular",2,2,0,6,1,32,0,199,0,1,384,60,0,1,14,0,702,2
"Waimakariri","Rangiora","Rangiora High School, 125 East Belt (Wales Street entrance)","Regular",1,3,3,4,1,24,0,231,0,2,345,63,0,1,10,1,689,3
"Waimakariri","Rangiora","Shop 3, 238-256 High Street","Regular",1,4,2,10,1,32,0,271,0,1,478,66,0,0,9,2,877,5
"Waimakariri","Redwood","Northcote School, 26 Tuckers Road","Regular",1,0,0,3,0,2,0,40,0,0,77,13,0,0,4,0,140,1
"Waimakariri","Redwood","Redwood Play Centre, 40 Dunedin Street","Regular",0,0,0,0,0,1,0,5,0,0,7,0,0,0,0,0,13,0
"Waimakariri","Redwood","Redwood School Kereru Room, 51 Prestons Road","Regular",1,1,0,0,0,5,0,47,0,0,83,4,0,0,3,0,144,0
"Waimakariri","Redwood","St Lukes Community Hall, 278 Main North Road","Regular",0,0,0,0,0,3,0,21,0,0,60,4,0,0,1,0,89,0
"Waimakariri","Swannanoa","Swannanoa School, 1305 Tram Road","Regular",1,1,0,2,0,27,0,177,0,2,472,44,1,1,9,0,737,0
"Waimakariri","Tuahiwi","Tuahiwi School, 206 Tuahiwi Road","Regular",0,1,0,2,0,9,0,83,0,0,91,15,0,0,2,0,203,0
"Waimakariri","View Hill","View Hill School, 496 Island Road","Regular",1,0,0,0,0,9,0,28,0,0,76,10,0,0,4,0,128,0
"Waimakariri","Waikuku Beach","Waikuku Beach Hall, corner Park Terrace & Domain Road","Regular",0,2,1,1,0,32,0,158,0,0,156,27,0,0,10,1,388,0
"Waimakariri","West Eyreton","West Eyreton School, 1650 North Eyre Road","Regular",0,0,1,4,1,11,0,122,0,0,256,49,0,0,4,2,450,1
"Waimakariri","Woodend","Woodend School, 50 Main North Road","Regular",5,9,0,5,1,45,0,343,0,5,544,73,0,2,21,1,1054,3
"Waimakariri",NA,"Overseas Special Votes Including Defence Force - Waimakariri","Special",3,0,0,2,0,49,1,145,0,2,287,8,0,0,14,0,511,0
"Waimakariri",NA,"Special Votes BEFORE Polling Day - Waimakariri","Special",8,5,1,10,0,94,0,724,1,7,1028,122,0,1,64,4,2069,2
"Waimakariri",NA,"Special Votes ON Polling Day - Waimakariri","Special",6,9,3,5,0,100,1,616,0,7,1020,128,0,3,55,1,1954,1
"Waimakariri",NA,"Votes Allowed for Party Only - Waimakariri","Special",2,8,2,3,0,18,0,169,0,4,168,34,0,0,6,0,414,3
"Waimakariri",NA,"Voting places where less than 6 votes were taken","Special",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wairarapa",NA,"Hospital & Rest Homes Team North - Taken in Wairarapa","Advance",2,0,0,1,0,3,0,35,0,1,57,11,0,0,1,1,112,1
"Wairarapa",NA,"Hospital & Rest Homes Team South - Taken in Wairarapa","Advance",1,2,0,0,0,13,0,166,0,1,263,56,1,0,2,0,505,14
"Wairarapa",NA,"Hospital & Rest Homes Team - Taken in Palmerston North","Advance",0,0,0,0,0,1,0,15,0,0,10,3,0,0,0,0,29,0
"Wairarapa","Carterton","Number 23, opposite Carterton District Council, 23 Holloway Street","Advance",5,2,5,0,0,90,0,567,0,4,770,235,2,1,36,2,1719,8
"Wairarapa","Dannevirke","The Hub (access from Allardice Street carpark), 23 Gordon Street","Advance",6,5,4,2,1,47,0,519,0,2,1078,243,1,0,23,0,1931,15
"Wairarapa","Featherston","Featherston Information Centre Building, 70-72 Fitzherbert Street","Advance",2,3,0,2,1,61,0,374,0,2,287,106,3,0,15,1,857,2
"Wairarapa","Greytown","Greytown Town Centre, The Forum, 89-91 Main Street","Advance",2,0,3,6,0,75,0,290,0,5,490,60,0,1,33,0,965,0
"Wairarapa","Martinborough","20 Jellicoe Street, next to Scotty's Meats","Advance",1,1,1,0,0,68,0,229,0,4,491,55,0,0,33,1,884,4
"Wairarapa","Masterton","157 Queen Street, next to Masterton District Council","Advance",14,7,2,7,2,168,0,1284,0,27,1643,347,1,1,70,1,3574,15
"Wairarapa","Masterton","Electorate Headquarters, Ground Floor, Departmental Building, 31-35 Chapel Street","Advance",9,6,2,7,0,141,1,783,1,12,915,177,0,2,43,1,2100,5
"Wairarapa","Masterton","UCOL Cafe & Student Centre, 143-159 Chapel Street","Advance",0,0,0,0,0,8,0,30,0,2,13,5,0,0,1,0,59,0
"Wairarapa","Pahiatua","Tararua District Council Chambers, 136 Main Street","Advance",3,5,2,2,0,37,0,353,0,3,605,154,2,0,10,1,1177,2
"Wairarapa","Palmerston North","Massey University Dining Hall, Ground Floor, University Drive","Advance",0,0,0,0,0,3,0,14,0,0,35,1,0,0,5,0,58,0
"Wairarapa","Palmerston North","Te Manawa Museum, 326 Main Street","Advance",0,1,1,0,0,6,0,12,0,1,23,3,0,0,0,0,47,0
"Wairarapa","Palmerston North","UCOL, The Hub Learning Centre, corner Princess & King Streets","Advance",0,0,0,0,0,1,0,12,0,0,14,4,0,0,1,0,32,0
"Wairarapa","Rongotai","Wellington International Airport, International Departure Lounge, Stewart Duff Drive","Advance",0,0,0,0,0,0,0,6,0,0,8,2,0,0,0,0,16,0
"Wairarapa","Upper Hutt","City Mall, Mezzanine Floor (former gym), 237 Main Street","Advance",0,0,0,0,0,0,0,7,0,0,12,5,0,0,0,0,24,0
"Wairarapa","Waipukurau","The Chook House, 4 Northumberland Street","Advance",8,4,4,2,0,85,0,555,0,4,1030,142,0,0,16,0,1850,10
"Wairarapa","Wellington City","Asteron Centre Foyer, 55 Featherston Street","Advance",2,0,0,0,0,14,0,41,0,1,66,3,0,0,8,1,136,0
"Wairarapa","Wellington City","Wellington Central Library Meeting Room, Mezzanine Floor, 65 Victoria Street","Advance",1,0,0,0,0,12,0,26,0,0,34,2,0,1,3,0,79,0
"Wairarapa","Woodville","Woodville Event Centre, Vogel Street, Recreation Reserve","Advance",1,3,0,3,0,21,0,176,0,3,178,69,0,0,12,0,466,1
"Wairarapa","Alfredton","Alfredton School Library, corner Alfredton Road & Route 52","Regular",1,0,0,0,0,3,0,8,0,2,96,7,0,0,2,0,119,0
"Wairarapa","Carterton","Carterton Playcentre, Belvedere Road","Regular",1,3,0,0,0,23,0,106,0,2,146,36,0,0,8,0,325,2
"Wairarapa","Carterton","Carterton School Hall, corner Holloway & Dixon Streets","Regular",4,3,3,1,0,46,0,283,0,3,372,111,0,1,22,1,850,2
"Wairarapa","Carterton","Dalefield School, corner Dalefield & Thomas Roads","Regular",2,0,1,0,0,8,0,66,0,0,142,21,0,0,4,0,244,1
"Wairarapa","Carterton","South End School, 275 High Street South","Regular",2,3,0,2,1,39,0,246,0,2,268,82,0,0,9,0,654,1
"Wairarapa","Carterton","West Taratahi Community Hall, 713 Chester Road","Regular",0,0,1,0,0,23,0,58,0,1,181,38,0,0,4,0,306,0
"Wairarapa","Dannevirke","Dannevirke South School Hall, corner Stairs & Hunter Streets","Regular",1,1,1,0,0,6,0,117,0,2,200,53,1,0,5,1,388,0
"Wairarapa","Dannevirke","Huia Range School Hall, Cole Street","Regular",2,2,2,0,0,11,0,170,1,2,240,91,0,0,8,0,529,0
"Wairarapa","Dannevirke","Ruahine School, 333 Maharahara Road","Regular",2,1,0,1,0,2,0,16,0,0,136,9,0,0,1,0,168,0
"Wairarapa","Dannevirke","The Hub (access from Allardice Street carpark), 23 Gordon Street","Regular",1,7,3,3,1,12,0,180,0,3,359,84,0,2,10,0,665,1
"Wairarapa","Eketahuna","Eketahuna School, Albert Street","Regular",0,5,2,0,0,12,1,89,0,1,191,44,0,0,4,0,349,1
"Wairarapa","Featherston","Featherston School Hall, corner Lyons & Revans Streets","Regular",5,3,2,1,0,55,0,276,0,2,241,92,1,0,22,0,700,0
"Wairarapa","Featherston","South Featherston School, South Featherston Road","Regular",2,0,1,2,0,6,0,31,0,0,71,15,0,0,0,0,128,0
"Wairarapa","Gladstone","Gladstone School Hall, Te Whiti Road","Regular",1,1,2,0,0,14,0,58,0,5,183,15,0,0,3,0,282,0
"Wairarapa","Greytown","Greytown School Hall, 73 East Street","Regular",4,3,1,0,0,44,0,266,0,2,374,40,0,1,21,0,756,2
"Wairarapa","Greytown","Kuranui College Student Centre, Bidwells Cutting Road","Regular",2,2,1,2,0,17,0,72,0,0,182,27,0,2,10,0,317,0
"Wairarapa","Kahutara","Kahutara School Sports Centre, 990 Kahutara Road","Regular",4,1,1,0,0,5,0,19,0,0,78,16,0,0,1,0,125,0
"Wairarapa","Mangamaire","Mangamaire Community Hall, 192 Tutaekara Road","Regular",1,0,0,0,0,2,0,14,0,1,88,6,0,0,1,0,113,0
"Wairarapa","Mangatainoka","Mangatainoka School, corner Makuri Street & State Highway 2","Regular",1,2,1,0,0,4,0,29,0,0,97,14,0,0,0,0,148,0
"Wairarapa","Martinborough","Martinborough School Hall, 14 Dublin Street","Regular",5,1,1,0,0,37,0,175,0,3,408,38,1,1,30,0,700,1
"Wairarapa","Masterton","Courthouse, corner Dixon Street & Park Avenue","Regular",0,5,1,4,0,43,0,301,0,3,330,72,1,0,13,0,773,0
"Wairarapa","Masterton","Fernridge School Hall, 264 Upper Plain Road","Regular",2,0,0,3,0,24,0,124,0,4,276,44,0,0,8,0,485,0
"Wairarapa","Masterton","IDEA Services (IHC Centre), 46 Bentley Street","Regular",0,2,0,0,0,16,0,68,0,2,58,25,1,0,1,0,173,1
"Wairarapa","Masterton","Lakeview School Hall, corner Te Ore Ore & Colombo Roads","Regular",4,5,5,1,0,45,0,546,1,5,654,134,3,3,30,0,1436,6
"Wairarapa","Masterton","Masterton Intermediate School Hall, 38 Intermediate Street","Regular",3,3,1,6,0,31,0,488,1,5,480,134,0,2,18,1,1173,4
"Wairarapa","Masterton","Senior Citizens Hall, Perry Street","Regular",0,0,1,0,0,28,0,215,0,10,276,61,1,0,11,0,603,4
"Wairarapa","Masterton","Solway School Hall, 318 Ngaumutawa Road","Regular",2,0,6,3,0,14,1,167,1,1,336,79,0,0,12,0,622,0
"Wairarapa","Masterton","Te Kura Kaupapa Māori o Wairarapa Hall, 37 Johnstone Street","Regular",2,5,0,0,0,15,0,128,1,11,107,30,0,0,3,0,302,1
"Wairarapa","Masterton","Westside Playcentre, corner Renall Street & Ngaumutawa Road","Regular",1,1,1,1,0,21,0,215,0,1,250,70,0,0,11,0,572,1
"Wairarapa","Mauriceville","Mauriceville School Classroom, 1378 Opaki-Kaiparoro Road","Regular",0,1,2,0,0,7,0,27,0,0,67,17,0,0,4,0,125,0
"Wairarapa","Norsewood","Norsewood School Staffroom, Coronation Street","Regular",1,0,1,1,0,6,0,67,0,2,154,63,0,1,2,0,298,1
"Wairarapa","Omakere","Omakere School, 46 Long Range Road","Regular",1,0,0,0,0,1,0,10,0,0,63,5,0,0,0,0,80,0
"Wairarapa","Opaki","Opaki School Hall, 36 Waipipi Road","Regular",0,1,1,0,1,15,0,82,0,1,258,28,0,0,2,0,389,0
"Wairarapa","Pahiatua","Tararua District Council Chambers, 136 Main Street","Regular",1,5,1,2,0,15,0,186,0,2,389,98,0,0,9,0,708,0
"Wairarapa","Palmerston North","Te Manawa Museum, 326 Main Street","Regular",0,0,0,0,0,0,0,8,0,0,6,2,0,0,0,0,16,1
"Wairarapa","Pirinoa","Pirinoa School, Lake Ferry Road","Regular",1,0,0,1,0,2,0,24,0,4,95,20,0,0,3,0,150,0
"Wairarapa","Pongaroa","Pongaroa School, 9 Makomako Street","Regular",3,0,0,1,0,2,0,12,0,0,139,20,0,0,0,0,177,0
"Wairarapa","Porangahau","Porangahau School Staffroom, Keppel Street","Regular",0,0,0,0,0,7,0,31,0,3,146,8,0,2,3,0,200,0
"Wairarapa","Takapau","Takapau School Hall, Nancy Street","Regular",5,2,0,0,0,8,0,71,0,2,140,29,0,0,2,0,259,1
"Wairarapa","Tinui","Tinui School Library, 25 Charles Street","Regular",0,1,2,0,0,3,0,14,0,0,128,10,0,0,2,0,160,0
"Wairarapa","Wainuioru","Wainuioru School Staffroom, Stronvar Road","Regular",0,0,0,0,0,3,0,20,0,0,63,13,0,0,2,0,101,2
"Wairarapa","Waipawa","Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street","Regular",0,1,0,6,0,18,0,156,0,2,175,45,0,1,4,1,409,3
"Wairarapa","Waipawa","Waipawa School Technology Block, 6 Harker Street","Regular",0,3,0,3,0,19,0,130,0,3,120,21,0,0,12,0,311,0
"Wairarapa","Waipukurau","Central Hawkes Bay College Library, 45 Tavistock Road","Regular",2,2,0,0,0,8,0,112,0,0,209,43,0,0,4,0,380,1
"Wairarapa","Waipukurau","The Terrace School Staffroom, 164 Porangahau Road","Regular",0,1,2,0,1,7,0,95,0,0,211,31,0,0,4,0,352,0
"Wairarapa","Waipukurau","Waipukurau School Hall, St Marys Road","Regular",6,2,1,2,0,22,0,184,0,2,416,56,1,2,5,0,699,1
"Wairarapa","Weber","Weber School, Dannevirke-Weber Road","Regular",0,1,1,0,0,0,0,7,0,0,50,7,1,0,0,0,67,0
"Wairarapa","Whareama","Whareama School Library, 82 Langdale Road","Regular",1,0,0,0,0,2,0,23,0,0,83,10,0,0,1,0,120,0
"Wairarapa","Woodville","Woodville Event Centre, Vogel Street, Recreation Reserve","Regular",2,1,0,2,0,20,0,152,0,1,214,100,0,0,8,0,500,0
"Wairarapa",NA,"Overseas Special Votes Including Defence Force - Wairarapa","Special",8,0,0,0,0,89,0,182,1,3,292,31,0,0,28,0,634,0
"Wairarapa",NA,"Special Votes BEFORE Polling Day - Wairarapa","Special",11,20,2,2,0,112,2,711,0,18,728,166,1,3,59,2,1837,10
"Wairarapa",NA,"Special Votes ON Polling Day - Wairarapa","Special",8,10,4,2,0,103,1,470,1,9,664,157,2,2,68,3,1504,5
"Wairarapa",NA,"Votes Allowed for Party Only - Wairarapa","Special",0,1,2,2,0,21,0,185,0,12,97,29,0,0,15,2,366,4
"Wairarapa",NA,"Voting places where less than 6 votes were taken","Special",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Waitaki","Alexandra","Electorate Headquarters, 13 Ennis Street (Old Bridge Cafe entrance)","Advance",6,2,0,0,0,62,0,388,1,3,873,117,1,0,25,2,1480,6
"Waitaki","Alexandra","Union Parish Church Lounge, 12 Centennial Avenue","Advance",6,3,2,3,0,104,0,649,0,4,1234,154,2,0,51,1,2213,4
"Waitaki","Cattle Creek","Cattle Creek Hall, Rapid 3321, Hakataramea Valley Road","Advance",0,0,0,0,0,1,0,9,0,0,48,1,0,0,0,0,59,0
"Waitaki","Cromwell","Cromwell Public Library, 43 The Mall","Advance",7,4,1,0,1,69,3,471,0,2,1177,113,0,0,49,0,1897,7
"Waitaki","Dunedin","Otago Polytechnic, The Hub, 95 Forth Street (corner Forth Street & Union Street East)","Advance",0,0,0,0,0,7,0,13,0,0,24,1,0,0,2,0,47,0
"Waitaki","Dunedin","University of Otago, ISB Link East, 660 Cumberland Street","Advance",1,0,1,0,0,12,0,36,0,0,63,1,0,0,4,0,118,0
"Waitaki","Dunedin","University of Otago, Unipol, University Plaza Building One, 130 Anzac Avenue","Advance",0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,18,0
"Waitaki","Fairlie","Mackenzie Community Centre, 53 Main Street","Advance",2,0,1,1,0,14,0,64,0,2,170,13,1,1,6,0,275,0
"Waitaki","Geraldine","Library Service Centre, 78 Talbot Street","Advance",0,1,0,2,0,52,0,204,0,5,394,53,0,0,13,1,725,2
"Waitaki","Makarora","Makarora Community Centre, State Highway 6","Advance",1,0,0,0,0,4,0,9,0,0,10,2,0,0,0,0,26,0
"Waitaki","Mount Cook","Mount Cook Community Hall, corner Sebastapol & Bowen Drives","Advance",0,0,0,0,0,2,0,12,0,0,12,1,0,0,0,0,27,0
"Waitaki","Oamaru","Old Omru Blue Building, 34 Thames Street","Advance",7,0,2,5,0,152,0,1500,2,3,1621,267,4,2,57,2,3624,7
"Waitaki","Oturehua","Oturehua Community Hall, Ida Valley-Omakau Road","Advance",0,0,0,0,0,2,0,7,0,0,55,1,0,0,2,0,67,0
"Waitaki","Timaru","Timaru Central, 187-189 Stafford Street","Advance",0,0,0,5,0,30,0,111,0,0,312,35,0,2,11,1,507,1
"Waitaki","Timaru","Timaru Indoor Bowls Stadium, 20 Ranui Avenue (opposite Northtown Mall)","Advance",0,0,0,0,0,27,0,127,0,1,298,35,0,0,12,1,501,0
"Waitaki","Twizel","Twizel Area School, Mt Cook Street","Advance",1,0,0,1,0,25,0,160,0,0,173,17,0,0,8,0,385,1
"Waitaki","Waimate","Waimate Event Centre, 15 Paul Street","Advance",0,3,3,2,0,32,0,408,0,1,398,76,1,0,5,1,930,1
"Waitaki","Waitohi","Centennial Hall, Waitohi-Temuka Road","Advance",2,0,0,0,0,2,0,11,0,0,38,3,0,0,3,0,59,0
"Waitaki","Wanaka","Wanaka Holy Family Church Lounge, 154 Aubrey Road","Advance",3,0,3,2,0,79,0,248,0,3,673,25,0,1,35,0,1072,1
"Waitaki","Wanaka","Wanaka Public Library, Bullock Creek Lane","Advance",7,1,4,3,1,292,1,629,0,9,1435,65,0,1,101,3,2552,3
"Waitaki","Wanaka","Hospital & Rest Homes Team","Advance",0,0,1,0,0,0,0,21,0,0,31,3,0,1,0,0,57,0
"Waitaki","Wanaka","Hospital & Rest Homes Team - Taken in Waitaki","Advance",0,0,1,4,4,14,0,182,0,2,242,39,0,0,2,0,490,8
"Waitaki","Albury","Albury School, 5-7 Station Street","Regular",0,0,2,0,0,1,0,30,0,0,97,15,0,0,1,0,146,0
"Waitaki","Alexandra","Alexandra Primary School, Ventry Street","Regular",4,2,1,0,0,20,0,124,0,1,244,43,0,0,12,0,451,1
"Waitaki","Alexandra","Dunstan High School Hall, 12 Enterprise Street","Regular",1,3,0,1,0,17,0,91,0,0,157,25,0,1,2,0,298,0
"Waitaki","Alexandra","St Gerard's Parish Hall, 2 Station Street (Tarbert Street entrance)","Regular",1,1,2,0,0,19,0,114,0,0,220,30,0,0,13,0,400,0
"Waitaki","Ardgowan","Ardgowan School, 286 Ardgowan Road","Regular",0,1,0,0,0,0,0,34,0,0,108,14,0,0,2,0,159,0
"Waitaki","Bannockburn","Coronation Hall, Hall Road","Regular",0,0,0,0,0,12,0,61,0,1,112,11,0,1,10,1,209,0
"Waitaki","Cave","Cave Hall, Elizabeth Street","Regular",1,1,0,0,0,1,0,29,0,0,114,12,0,1,6,1,166,0
"Waitaki","Clyde","Clyde Primary School Hall, 25 Blyth Street","Regular",0,0,0,0,0,35,0,123,0,2,312,47,0,0,9,0,528,3
"Waitaki","Cromwell","Memorial Hall, 36 Melmore Terrace","Regular",5,6,4,4,0,53,1,372,1,3,923,111,0,0,32,2,1517,3
"Waitaki","Dunedin","University of Otago, ISB Link East, 660 Cumberland Street","Regular",0,0,0,0,0,6,0,4,0,0,14,1,0,0,3,0,28,0
"Waitaki","Duntroon","Duntroon Primary School, 1 Livingstone Street","Regular",0,2,0,0,0,7,0,41,0,0,107,17,0,0,6,0,180,0
"Waitaki","Ettrick","Ettrick Community Hall, 5155 Ettrick-Raes Junction Road (State Highway 8)","Regular",0,0,1,2,0,3,0,18,0,0,86,11,0,0,1,0,122,0
"Waitaki","Fairlie","Fairlie Primary School, 21 School Road","Regular",3,1,1,1,0,20,0,120,0,0,451,36,1,0,14,0,648,2
"Waitaki","Fairview","Barton Rural School, 462 Fairview Road","Regular",2,2,0,2,0,9,0,66,0,1,198,21,0,0,3,0,304,0
"Waitaki","Five Forks","Five Forks Primary School, 1403 Kakanui Valley Road","Regular",2,0,0,0,0,4,0,7,0,0,93,7,0,0,0,1,114,0
"Waitaki","Geraldine","Geraldine High School Library, 85 McKenzie Street","Regular",2,2,0,2,1,46,0,191,0,1,413,30,0,3,14,0,705,2
"Waitaki","Geraldine","Geraldine Primary School, 73 Wilson Street","Regular",4,2,3,5,0,68,0,272,0,1,537,71,0,3,27,1,994,2
"Waitaki","Glenavy","Glenavy School, 15 Ruane Street","Regular",0,0,1,1,0,2,0,59,0,1,159,32,0,2,1,0,258,1
"Waitaki","Kakanui","Kakanui Primary School, 5 Fyfe Place","Regular",0,1,0,1,0,16,0,75,0,1,69,23,0,1,17,0,204,0
"Waitaki","Kingsdown","Normanby-Kingsdown Hall, Normanby Road","Regular",0,3,0,0,1,5,0,37,0,0,77,13,0,0,3,0,139,0
"Waitaki","Kurow","Memorial Hall, 49 Gordon Street","Regular",0,3,1,1,0,14,0,90,0,0,229,28,0,2,10,0,378,0
"Waitaki","Lake Hawea","Community Centre, Myra Street","Regular",1,3,4,0,0,47,0,129,0,0,200,16,0,1,20,0,421,3
"Waitaki","Lake Tekapo","Lake Tekapo School, Aorangi Crescent","Regular",0,1,0,0,0,10,0,31,0,0,121,8,0,2,3,0,176,0
"Waitaki","Luggate","Luggate Fire Station, 113 Main Road","Regular",0,0,2,0,0,14,0,59,0,0,117,17,0,0,6,0,215,0
"Waitaki","Maheno","Maheno Primary School, 5 Short Street","Regular",0,0,1,0,1,1,0,41,0,0,86,11,0,0,1,0,142,0
"Waitaki","Makikihi","Makikihi School, 12 Station Road","Regular",0,1,0,1,0,3,0,41,0,0,124,16,0,0,1,0,187,1
"Waitaki","Millers Flat","Millers Flat School Library, 1655 Teviot Road","Regular",0,0,0,0,0,0,0,37,0,0,96,17,0,0,2,0,152,0
"Waitaki","Naseby","Naseby Fire Brigade Rooms, corner Ness & Tay Streets","Regular",0,0,0,0,0,7,0,33,1,0,69,10,1,0,0,0,121,2
"Waitaki","Ngapara","Ngapara Union Sports Centre, 11 Paradise Gully Road","Regular",0,0,0,0,0,6,0,17,0,0,68,9,0,0,3,0,103,0
"Waitaki","Oamaru","Eveline Church Hall, 424a Thames Highway","Regular",1,1,1,0,0,17,1,302,0,1,291,53,1,1,11,0,681,5
"Waitaki","Oamaru","Fenwick School Hall, 25a Arun Street, (Hull Street entrance)","Regular",2,7,2,2,2,44,0,424,0,0,420,59,0,1,22,0,985,2
"Waitaki","Oamaru","Garrison Band Hall, corner Severn & Isis Streets","Regular",3,5,1,5,2,22,0,235,0,1,221,46,0,1,10,0,552,2
"Waitaki","Oamaru","Oamaru North School, 40 Torridge Street","Regular",2,0,0,0,0,11,1,215,0,1,175,51,0,0,8,0,464,4
"Waitaki","Oamaru","Pembroke School, 2 Harlech Street","Regular",3,3,2,2,1,10,0,295,0,0,184,39,0,2,4,0,545,5
"Waitaki","Oamaru","Waitaki Girls' High School, 270 Thames Street","Regular",2,4,2,1,0,14,0,241,0,1,205,39,1,1,10,1,522,1
"Waitaki","Omakau","Omakau Primary School, 9 Deaker Street","Regular",1,0,0,0,0,3,1,52,0,0,196,19,0,0,10,1,283,1
"Waitaki","Omarama","Omarama School, Omarama Avenue","Regular",0,1,1,0,1,6,0,47,0,0,126,13,0,0,6,0,201,1
