"Electorate","Place","Address","Type","ACT New Zealand","Advance NZ","Aotearoa Legalise Cannabis Party","Green Party","HeartlandNZ","Labour Party","Māori Party","National Party","New Conservative","New Zealand First Party","NZ Outdoors Party","ONE Party","Social Credit","Sustainable New Zealand Party","TEA Party","The Opportunities Party (TOP)","Vision New Zealand","Total Valid Party Votes","Informal Party Votes"
"Banks Peninsula","Diamond Harbour","Diamond Harbour School Hall, 13 Hunters Road","Regular",30,4,2,60,0,162,3,79,3,4,0,0,0,0,0,2,0,349,2
"Banks Peninsula","Duvauchelle","Duvauchelle Community Centre, 6039 Christchurch Akaroa Road","Regular",29,1,1,17,0,41,1,61,1,4,0,0,0,0,0,1,0,157,1
"Banks Peninsula","Governors Bay","Governors Bay Community Centre, 1 Cresswell Avenue","Regular",34,3,0,51,0,124,1,61,5,7,0,3,0,0,0,2,0,291,1
"Banks Peninsula","Halswell","Aidanfield Christian School, 2 Nash Road","Regular",0,1,0,1,0,24,0,7,2,0,0,1,0,0,0,0,0,36,0
"Banks Peninsula","Halswell","Halswell School Hall, Corner Kennedys Bush & School Roads","Regular",27,2,0,31,0,147,2,131,5,3,0,0,0,0,0,7,0,355,0
"Banks Peninsula","Halswell","Knights Stream School, 1 Killarney Avenue","Regular",8,0,0,2,0,16,0,18,1,2,0,0,0,0,0,1,0,48,0
"Banks Peninsula","Halswell","Oaklands School Hall, 37 Cunningham Place","Regular",13,0,1,26,0,106,1,57,12,10,0,0,0,0,0,5,0,231,0
"Banks Peninsula","Halswell","Saint Peter & Paul's Church Hall Halswell (formerly Our Lady of the Apostles), 56 Nicholls Road","Regular",28,4,1,16,0,159,1,120,14,11,0,0,0,0,0,7,0,361,4
"Banks Peninsula","Halswell","St Mary's Anglican Church Hall, 329 Halswell Road","Regular",56,3,0,34,0,229,3,174,11,16,1,0,0,0,0,9,0,536,2
"Banks Peninsula","Hanmer Springs","Hanmer Springs School Korimako Room, 8 Cheltenham Street","Regular",2,0,0,1,0,4,0,9,1,1,0,0,0,0,0,0,0,18,0
"Banks Peninsula","Heathcote Valley","Heathcote Valley School Hall, 61 Bridle Path Road","Regular",30,3,0,61,0,222,0,99,6,14,1,0,0,0,0,8,0,444,2
"Banks Peninsula","Hoon Hay","Cashmere Early Learning Centre, 192 Cashmere Road","Regular",30,1,1,38,0,146,0,133,8,13,0,0,0,0,0,12,0,382,0
"Banks Peninsula","Hoon Hay","Hoon Hay Presbyterian Church Hall, 5 Downing Street","Regular",0,0,1,0,0,4,1,6,0,0,1,0,0,0,0,2,0,15,0
"Banks Peninsula","Hoon Hay","Our Lady of the Assumption, 89A Sparks Road","Regular",15,0,0,6,0,75,1,24,3,6,0,1,0,0,0,6,0,137,1
"Banks Peninsula","Hoon Hay","Rowley Avenue School Hall, 48 Rowley Avenue","Regular",0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,9,0
"Banks Peninsula","Hoon Hay","Spreydon School, 50 Hoon Hay Road entrance","Regular",1,0,0,1,0,5,0,5,0,1,0,0,0,0,0,1,0,14,0
"Banks Peninsula","Huntsbury","Huntsbury Community Centre, 30H Huntsbury Avenue","Regular",10,3,0,45,0,108,1,59,4,6,0,0,0,0,0,4,0,240,0
"Banks Peninsula","Lincoln","Lincoln Event Centre, 15 Meijer Drive","Regular",2,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,10,0
"Banks Peninsula","Linwood","Eastgate Mall, Upper Level, 20 Buckleys Road","Regular",7,2,0,11,0,55,1,25,2,1,0,0,0,0,0,3,1,108,0
"Banks Peninsula","Linwood","Linwood Avenue School Hall, 260 Linwood Avenue","Regular",1,1,0,0,0,13,0,5,2,1,0,0,0,0,0,0,0,23,0
"Banks Peninsula","Linwood","St Chad's Anglican Church Hall, 1 Carnarvon Street (corner Buckleys Road)","Regular",0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0
"Banks Peninsula","Little River","Little River School, 46 Western Valley Road","Regular",32,3,1,63,0,120,0,68,5,17,0,3,0,0,0,10,0,322,0
"Banks Peninsula","Lower Cashmere","Thorrington School Hall, 22A Colombo Street","Regular",29,3,1,45,0,176,0,117,4,16,1,0,0,0,1,5,0,398,1
"Banks Peninsula","Lyttelton","Lyttelton Primary School Office, 34 Oxford Street","Regular",15,4,1,85,0,123,0,40,1,2,0,0,0,0,0,3,0,274,0
"Banks Peninsula","Lyttelton","Port Hills Uniting Parish, 40 Winchester Street","Regular",10,1,0,40,0,65,3,16,1,4,0,0,0,0,0,1,0,141,3
"Banks Peninsula","Motukarara","Motukarara Community Hall, Park Road","Regular",11,0,0,0,0,13,0,19,1,1,0,0,0,0,0,0,0,45,0
"Banks Peninsula","Mount Pleasant","Mount Pleasant Yacht Club, 2 Main Road (Scott Park)","Regular",32,2,0,20,0,70,0,68,3,3,0,0,1,0,0,4,0,203,0
"Banks Peninsula","Mount Pleasant","Mt Pleasant School Hall, 82 Major Hornbrook Road","Regular",33,4,0,44,0,144,0,115,2,10,0,0,0,0,0,5,0,357,2
"Banks Peninsula","Opawa","Opawa Community Church, 1-5 Aynsley Terrace (corner of Opawa Road & Aynsley Terrace)","Regular",14,1,1,35,0,103,0,61,7,8,0,1,1,0,0,5,0,237,2
"Banks Peninsula","Opawa","Opawa School Hall, 30 Ford Road","Regular",0,1,0,14,0,27,0,9,0,0,0,0,0,0,0,0,0,51,0
"Banks Peninsula","Opawa","St Mark's Church Hall, Corner Opawa Road & Vincent Place","Regular",5,0,0,4,0,29,0,15,1,2,0,0,0,0,0,2,0,58,1
"Banks Peninsula","Papanui","Northlands Mall, near Farmers, 55 Main North Road","Regular",1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0
"Banks Peninsula","Papanui","Northlands Mall, Sissons Road Car Park (opposite ASB), 55 Main North Road","Regular",0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,8,0
"Banks Peninsula","Phillipstown","Te Wai Pounamu Centre, 290 Ferry Road","Regular",0,1,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,9,0
"Banks Peninsula","Redcliffs","Redcliffs School Hall, 113 Beachville Road","Regular",32,2,1,26,0,91,0,85,2,6,0,1,0,0,0,10,0,256,1
"Banks Peninsula","Redcliffs","St Andrew's Anglican Church, 148 Main Road","Regular",24,2,0,34,0,122,2,80,7,5,0,0,0,0,0,5,0,281,1
"Banks Peninsula","Riccarton","Wharenui School Hall, 32 Matipo Street","Regular",2,0,0,2,0,11,0,4,0,1,0,0,0,0,0,0,0,20,0
"Banks Peninsula","Shirley","The Palms Mall - Shop (beside Food Court), Corner Marshland & New Brighton Roads","Regular",1,0,1,1,0,5,0,3,1,0,0,0,0,0,0,0,0,12,0
"Banks Peninsula","Somerfield","Cashmere High School, Room M10, 172 Rose Street","Regular",24,2,0,30,0,129,0,62,1,5,0,0,0,1,0,8,1,263,2
"Banks Peninsula","Somerfield","Pioneer Recreation & Sport Centre Lounge, 1st Floor, 75 Lyttelton Street","Regular",34,4,0,56,0,144,7,74,9,7,0,0,0,1,0,13,0,349,1
"Banks Peninsula","Somerfield","Somerfield School Hall, 42 Studholme Street","Regular",23,4,0,53,0,162,2,64,4,16,1,0,0,1,0,12,0,342,0
"Banks Peninsula","Spreydon","Barrington Mall Shop (former NZ Post shop), 256 Barrington Street","Regular",6,4,0,12,0,59,1,26,3,4,0,0,0,2,0,4,0,121,0
"Banks Peninsula","Spreydon","Christchurch South Intermediate Hall, 204 Selwyn Street","Regular",6,2,0,10,0,31,0,17,0,3,0,0,0,0,0,3,0,72,0
"Banks Peninsula","Spreydon","Spreydon Baptist Church Cobham St Hall, 51 Cobham Street","Regular",2,0,0,5,0,14,0,6,1,0,0,0,0,0,0,0,0,28,0
"Banks Peninsula","Spreydon","St Martin's Church, Neave Room, 50 Lincoln Road","Regular",0,0,0,1,0,6,0,7,0,0,0,0,0,0,0,1,0,15,0
"Banks Peninsula","Spreydon","St Nicholas' Church Hall, 231 Barrington Street","Regular",4,1,0,3,0,22,0,13,1,3,0,0,0,0,0,6,0,53,0
"Banks Peninsula","St Martins","Hillview Christian Junior School, 150 Wilsons Road","Regular",14,6,0,31,0,156,5,63,11,7,0,2,0,0,0,9,0,304,0
"Banks Peninsula","St Martins","St Martins School Hall, 24 Albert Terrace (opposite Roscoe Street)","Regular",30,3,0,75,0,225,2,78,10,8,1,2,0,0,0,20,0,454,2
"Banks Peninsula","Sumner","Sumner School, 21 Colenso Street (Dryden Street West entrance)","Regular",75,4,1,85,0,250,1,168,4,16,0,0,0,1,0,18,0,623,3
"Banks Peninsula","Sydenham","Powell Fenwick Building, 383 Colombo Street","Regular",0,1,0,12,0,18,0,5,1,1,0,0,0,0,0,3,0,41,0
"Banks Peninsula","Tai Tapu","Tai Tapu School, Corner School Road & Main Akaroa Highway","Regular",5,0,0,1,0,10,0,8,0,0,0,0,0,0,0,1,0,25,0
"Banks Peninsula","Tower Junction","Tower Junction Shop, next to EZIBUY, Whiteleigh Avenue","Regular",4,2,0,6,0,21,0,10,0,1,0,0,0,0,0,0,0,44,0
"Banks Peninsula","Waltham","Canterbury Mineral and Lapidary Club, 110 Waltham Road","Regular",2,0,0,3,0,12,0,4,0,1,0,0,0,0,0,0,0,22,0
"Banks Peninsula","Waltham","Opawa Baptist Church Hall, 285 Wilsons Road","Regular",0,0,0,4,0,8,0,1,1,0,0,1,0,0,0,2,0,17,0
"Banks Peninsula","Wigram","Air Force Museum of NZ, 45 Harvard Avenue","Regular",1,0,0,2,0,7,0,1,0,1,0,0,0,0,0,0,0,12,0
"Banks Peninsula","Wigram","The Landing, Shop 12 (opposite Joe's Garage), The Runway","Regular",4,1,0,2,0,37,0,20,2,0,0,0,0,0,0,1,0,67,0
"Banks Peninsula","Wigram","Wigram Primary School, 5 The Runway","Regular",3,0,0,0,0,8,0,5,0,1,0,0,0,0,0,0,0,17,0
"Banks Peninsula","Woolston","Ara Woolston Campus, Student Services Building, Corner Ensors Road & Sullivan Avenue","Regular",10,3,2,21,0,63,0,18,0,3,0,1,0,0,0,5,0,126,0
"Banks Peninsula","Woolston","Bamford School, 10 Gould Crescent","Regular",10,0,0,10,0,39,0,23,1,6,1,1,0,0,0,2,0,93,0
"Banks Peninsula","Woolston","St John's Church Hall, 2 St Johns Street (corner of Ferry Road)","Regular",15,6,2,31,0,166,2,48,9,18,0,1,1,1,0,5,0,305,2
"Banks Peninsula","Woolston","Te Waka Unua School Hall, 476 Ferry Road (corner Ferry Road & Hopkins Street)","Regular",15,6,0,29,0,146,1,31,5,14,1,0,0,0,0,11,0,259,3
"Banks Peninsula","Woolston","The Tannery, Metropolitan Lounge, 3 Garlands Road","Regular",11,1,0,24,0,63,0,36,0,2,1,1,0,1,0,7,0,147,0
"Banks Peninsula","Woolston","Woolston Club Sports Hall (Garden Gate entrance), 43 Hargood Street","Regular",10,0,0,6,0,61,0,16,1,5,0,0,0,0,0,5,0,104,2
"Banks Peninsula",NA,"Overseas Special Votes Including Defence Force - Banks Peninsula","Special",42,18,5,286,0,676,2,137,6,8,0,2,0,1,0,21,0,1204,0
"Banks Peninsula",NA,"Overseas Votes Allowed for Party Only - Banks Peninsula","Special",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"Banks Peninsula",NA,"Special Votes BEFORE Polling Day - Banks Peninsula","Special",220,39,33,475,0,1940,14,668,45,73,4,7,4,4,1,119,6,3652,30
"Banks Peninsula",NA,"Special Votes ON Polling Day - Banks Peninsula","Special",163,33,19,274,0,1004,12,426,32,46,3,6,4,1,1,69,1,2094,20
"Banks Peninsula",NA,"Votes Allowed for Party Only - Banks Peninsula","Special",20,3,3,19,0,148,1,45,1,5,0,1,0,1,0,12,2,261,6
"Banks Peninsula",NA,"Voting places where less than 6 votes were taken","Special",1,0,0,1,0,15,0,4,0,0,0,0,0,0,0,0,0,21,0
"Bay of Plenty",NA,"University of Waikato - Tauranga Campus, Durham Street","Advance",3,0,0,5,0,21,0,12,1,1,0,0,0,0,0,4,0,47,0
"Bay of Plenty","Arataki","Arataki School, 4 Kaimanawa Street","Advance",7,4,1,5,0,80,0,29,0,6,0,0,0,0,0,0,0,132,1
"Bay of Plenty","Bethlehem","Bethlehem Primary School Hall, 66 Carmichael Road","Advance",2,1,0,0,0,6,0,7,0,0,0,0,0,0,0,2,0,18,0
"Bay of Plenty","Bethlehem","Bethlehem Town Centre #3, 19 Bethlehem Road","Advance",17,2,1,6,0,44,0,77,5,5,0,1,0,0,0,2,1,161,2
"Bay of Plenty","Bethlehem","Bethlehem Town Centre (between The Coffee Club & Columbus Coffee), 19 Bethlehem Road","Advance",39,5,0,8,0,128,1,141,8,12,0,0,0,0,0,7,0,349,1
"Bay of Plenty","Bethlehem","Bethlehem Town Centre (by Hammer Hardware), 19 Bethlehem Rd","Advance",53,14,2,12,0,191,0,163,12,15,1,2,0,0,0,10,1,476,2
"Bay of Plenty","Gate Pa","Gate Pa School, 900 Cameron Rd","Advance",6,1,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,18,0
"Bay of Plenty","Greerton","Church of Christ, 1400 Cameron Road","Advance",60,10,1,15,0,222,0,202,15,10,0,3,1,0,2,6,1,548,2
"Bay of Plenty","Greerton","Greenpark School, 13 Lumsden Street","Advance",11,1,0,2,0,24,0,24,0,1,0,0,0,0,0,2,0,65,0
"Bay of Plenty","Greerton","Greerton Community Hall, 1247 Cameron Road","Advance",21,7,3,10,0,102,1,92,3,9,0,0,0,0,0,3,1,252,3
"Bay of Plenty","Greerton","Western Bay District Council, 1484 Cameron Rd","Advance",70,10,1,21,0,148,0,114,11,13,1,0,0,0,0,1,0,390,2
"Bay of Plenty","Hairini","Baden Powell Centre, Ila Park, 46 Harrisfield Drive","Advance",124,22,6,38,1,576,3,446,44,49,2,2,0,0,0,14,0,1327,2
"Bay of Plenty","Katikati","Pātuki Manawa - The Hub, 21 Main Road","Advance",2,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,22,0
"Bay of Plenty","Lower Kaimai","Kaimai School, 1853 State Highway 29","Advance",8,1,0,3,0,22,0,15,1,2,0,0,0,0,0,0,0,52,0
"Bay of Plenty","Maungatapu","Maungatapu School, 164 Maungatapu Road","Advance",55,0,1,27,1,235,0,179,7,26,0,3,0,0,0,4,0,538,4
"Bay of Plenty","Merivale","Fraser Cove Centre ex Toyworld, 221 Fraser St","Advance",90,21,2,41,0,403,9,250,23,26,1,2,1,0,0,8,4,881,2
"Bay of Plenty","Mount Maunganui","Arataki Community Centre, Zambuk Way (off Grenada Street)","Advance",162,25,6,85,0,775,3,650,29,55,2,6,1,0,1,17,1,1818,12
"Bay of Plenty","Mount Maunganui","Bayfair Shopping Centre (opposite Cotton On, near Countdown), corner Girven & Maunganui Roads","Advance",321,42,14,186,2,1480,18,1064,43,115,1,6,0,1,0,62,1,3356,17
"Bay of Plenty","Mount Maunganui","Harbourside Netball Centre, Opposite 476 Maunganui Rd","Advance",25,4,1,4,0,86,3,76,0,0,0,0,0,0,0,6,0,205,1
"Bay of Plenty","Mount Maunganui","HomeZone Shopping Centre - former Fruit and Vegetable shop, Unit 2B 2-10 Owens Place","Advance",128,8,3,36,0,507,4,406,15,44,1,1,0,1,0,21,1,1176,6
"Bay of Plenty","Mount Maunganui","Mount Maunganui Intermediate School, 21 Lodge Avenue","Advance",11,0,1,7,0,51,0,28,1,3,3,0,0,0,0,1,0,106,2
"Bay of Plenty","Mount Maunganui","Mt Maunganui College, 565 Maunganui Road","Advance",6,1,0,6,0,18,0,17,0,3,0,0,0,0,0,0,0,51,0
"Bay of Plenty","Mount Maunganui","Mt Maunganui Surf Club, 21 Adams Avenue","Advance",3,0,0,9,0,30,2,33,0,0,1,1,0,0,0,4,0,83,0
"Bay of Plenty","Mount Maunganui","Senior Citizens' Hall, 345 Maunganui Road","Advance",40,6,0,22,0,113,3,89,5,8,0,0,0,0,0,5,0,291,0
"Bay of Plenty","Ōmokoroa","Omokoroa Settler's Hall, 334 Omokoroa Road","Advance",3,1,0,1,0,2,0,11,0,0,0,0,0,0,0,1,0,19,0
"Bay of Plenty","Oropi","Oropi Memorial Hall and Community Centre, 1295 Oropi Road","Advance",65,9,2,25,0,154,0,150,22,15,1,1,0,1,1,5,0,451,1
"Bay of Plenty","Papamoa Beach","Evans Road Community Church, 30 Evans Road","Advance",134,13,5,71,1,555,4,420,23,39,2,0,0,1,0,18,0,1286,4
"Bay of Plenty","Papamoa Beach","Golden Sands School, 26 Golden Sands Drive","Advance",56,3,1,29,0,234,0,166,9,12,0,1,0,0,0,13,0,524,3
"Bay of Plenty","Papamoa Beach","Papamoa Community Centre, 15 Gravatt Road","Advance",411,38,10,138,2,1629,11,1289,45,106,0,4,0,1,0,48,3,3735,22
"Bay of Plenty","Papamoa Beach","Papamoa Plaza, Shop 66 (Near Foodcourt), 7 Gravatt Road","Advance",407,45,18,154,1,1868,10,1304,50,105,2,6,1,1,2,45,2,4021,12
"Bay of Plenty","Papamoa Beach","Papamoa Primary School, 312 Dickson Road","Advance",20,1,0,5,0,38,0,28,4,2,0,0,0,0,0,2,1,101,0
"Bay of Plenty","Papamoa Beach","Papamoa Sport and Recreation Centre, 80 Alice Way","Advance",138,20,7,61,1,669,0,439,22,34,1,5,0,2,0,30,0,1429,18
"Bay of Plenty","Papamoa Beach","Te Akau ki Papamoa Primary School, 29 Doncaster Drive","Advance",6,3,3,8,0,78,1,44,1,4,0,0,0,0,0,1,0,149,0
"Bay of Plenty","Poike","Toi Ohomai Institute of Technology Library, Gate 1, 70 Windemere Drive","Advance",35,11,3,42,0,215,0,162,24,19,1,0,0,0,0,4,0,516,1
"Bay of Plenty","Pyes Pa","Aquinas College, 183 Pyes Pa Road","Advance",19,0,0,2,0,35,0,47,1,3,0,0,0,0,0,0,0,107,0
"Bay of Plenty","Pyes Pa","Pyes Pā School, 978 Pyes Pa Road","Advance",10,3,1,1,0,23,0,16,0,4,0,1,0,0,0,1,0,60,0
"Bay of Plenty","Pyes Pa","Taumata School, 145 Mortlake Heights","Advance",49,3,1,12,0,155,0,128,15,6,0,0,0,1,0,3,0,373,1
"Bay of Plenty","Tauranga","Ex Frank Casey (Opposite ACC building), 89 Grey St","Advance",57,8,1,34,0,220,1,164,8,10,0,1,0,0,0,16,2,522,2
"Bay of Plenty","Tauranga","Ex i-Site Centre (next to Tauranga Library), 95 Willow St","Advance",35,4,1,27,0,168,5,100,8,14,1,0,0,1,0,14,0,378,4
"Bay of Plenty","Tauranga South","Central Baptist Church Hall, Corner Cameron Road & 13th Avenue","Advance",20,3,1,9,0,76,2,72,9,3,0,0,0,0,0,5,1,201,1
"Bay of Plenty","Tauranga South","Tauranga Intermediate School, 30 Eighteenth Avenue","Advance",0,0,1,3,0,4,0,0,0,1,0,0,0,0,0,0,0,9,0
"Bay of Plenty","Tauriko","Hello World, Tauranga Crossing, Tauranga Crossing Shopping Centre","Advance",64,7,2,24,0,193,3,265,23,12,2,0,0,0,0,11,0,606,2
"Bay of Plenty","Tauriko","Tauranga Crossing (ground floor next to H&M), Tauranga Crossing Shopping Centre","Advance",98,13,2,37,0,403,5,392,37,18,2,0,0,0,0,20,0,1027,5
"Bay of Plenty","Te Puke","Te Puke War Memorial Hall, 130 Jellicoe Street","Advance",18,1,0,2,0,41,1,36,2,4,0,0,0,0,0,5,0,110,0
"Bay of Plenty","Te Puna","Te Puna Memorial Hall, 3 Te Puna Road","Advance",136,15,6,43,0,347,8,533,27,23,0,2,0,0,0,23,0,1163,6
"Bay of Plenty","Te Puna","Te Puna School Hall, (corner Te Puna & Borell Roads)","Advance",13,0,0,5,0,33,2,31,1,1,0,0,0,0,0,2,0,88,0
"Bay of Plenty","Welcome Bay","Selwyn Ridge Primary School, 20 Holmburn Street","Advance",46,5,2,27,0,172,0,67,22,14,0,0,0,0,1,6,0,362,1
"Bay of Plenty","Welcome Bay","Welcome Bay Community Hall, 240 Welcome Bay Road","Advance",176,48,6,109,0,877,4,552,67,62,0,6,1,0,0,22,1,1931,13
"Bay of Plenty","Arataki","Arataki School, 4 Kaimanawa Street","Regular",12,2,0,8,0,64,2,48,1,3,0,0,0,0,0,3,0,143,0
"Bay of Plenty","Bethlehem","Bethlehem Primary School Hall, 66 Carmichael Road","Regular",1,0,0,0,0,3,0,4,3,1,0,0,0,0,0,0,0,12,0
"Bay of Plenty","Bethlehem","Bethlehem Tertiary Institute, 24 Elder Lane","Regular",0,0,0,1,0,4,0,8,1,0,0,0,0,0,0,0,0,14,0
"Bay of Plenty","Bethlehem","Bethlehem Town Centre #3, 19 Bethlehem Road","Regular",4,0,0,1,0,9,1,7,0,0,0,0,0,0,0,0,0,22,0
"Bay of Plenty","Bethlehem","Bethlehem Town Centre (between The Coffee Club & Columbus Coffee), 19 Bethlehem Road","Regular",4,0,0,1,0,13,0,8,1,2,0,0,0,0,0,1,0,30,0
"Bay of Plenty","Bethlehem","Bethlehem Town Centre (by Hammer Hardware), 19 Bethlehem Rd","Regular",4,2,0,1,0,23,0,23,3,3,0,0,0,0,0,0,0,59,1
"Bay of Plenty","Greerton","Greenpark School, 13 Lumsden Street","Regular",8,1,1,1,0,25,0,26,0,5,0,0,0,0,0,0,0,67,0
"Bay of Plenty","Greerton","Greerton Bible Church Hall, Cnr Chadwick & Oropi Rd","Regular",6,1,0,0,0,23,1,21,2,3,1,0,0,0,0,0,1,59,1
"Bay of Plenty","Greerton","Tauranga RSA, 1237 Cameron Rd","Regular",2,4,0,0,0,9,0,6,0,2,0,0,0,0,0,0,0,23,0
"Bay of Plenty","Hairini","Baden Powell Centre, Ila Park, 46 Harrisfield Drive","Regular",39,10,2,2,0,72,0,95,19,12,0,1,0,1,0,5,0,258,2
"Bay of Plenty","Katikati","Katikati War Memorial Hall, 29-31 Main Road","Regular",2,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,9,0
"Bay of Plenty","Lower Kaimai","Kaimai School, 1853 State Highway 29","Regular",40,3,2,5,0,57,0,81,7,9,0,0,1,1,0,3,0,209,2
"Bay of Plenty","Matapihi","Te Kura o Matapihi, 398 Matapihi Road","Regular",0,0,0,3,0,8,2,7,0,1,0,0,0,0,0,0,0,21,0
"Bay of Plenty","Maungatapu","Maungatapu Kindergarten, 187 Te Hono Street","Regular",20,2,2,8,0,81,0,89,1,11,0,0,0,0,0,5,0,219,2
"Bay of Plenty","Maungatapu","Maungatapu School, 164 Maungatapu Road","Regular",31,2,2,8,0,111,5,90,5,7,0,1,1,0,0,3,0,266,0
"Bay of Plenty","Merivale","Fraser Cove Centre ex Toyworld, 221 Fraser St","Regular",7,3,1,6,0,40,2,30,4,7,0,0,0,0,0,0,0,100,1
"Bay of Plenty","Mount Maunganui","Arataki Community Centre, Zambuk Way (off Grenada Street)","Regular",15,8,1,20,0,118,2,61,7,13,0,5,0,0,0,10,1,261,2
"Bay of Plenty","Mount Maunganui","Bayfair Shopping Centre (opposite Cotton On, near Countdown), corner Girven & Maunganui Roads","Regular",25,6,1,17,0,101,3,66,8,10,1,1,0,0,0,4,0,243,2
"Bay of Plenty","Mount Maunganui","Harbourside Netball Centre, Opposite 476 Maunganui Rd","Regular",3,1,0,3,0,7,0,11,1,1,0,0,0,0,0,0,0,27,1
"Bay of Plenty","Mount Maunganui","HomeZone Shopping Centre - former Fruit and Vegetable shop, Unit 2B 2-10 Owens Place","Regular",15,1,0,5,0,50,1,50,6,2,2,0,0,1,0,1,0,134,1
"Bay of Plenty","Mount Maunganui","Mount Maunganui Intermediate School, 21 Lodge Avenue","Regular",19,1,1,11,0,69,1,59,3,6,0,0,0,0,0,6,0,176,0
"Bay of Plenty","Mount Maunganui","Mt Maunganui College, 565 Maunganui Road","Regular",4,0,0,2,0,20,1,23,2,2,0,0,0,0,0,0,0,54,0
"Bay of Plenty","Mount Maunganui","Mt Maunganui Primary School, 13 Orkney Road","Regular",0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0,8,0
"Bay of Plenty","Mount Maunganui","Mt Maunganui Surf Club, 21 Adams Avenue","Regular",5,0,0,2,0,11,0,10,0,4,0,0,0,0,0,2,0,34,1
"Bay of Plenty","Mount Maunganui","Senior Citizens' Hall, 345 Maunganui Road","Regular",5,0,0,3,0,29,0,12,0,0,0,0,0,0,0,2,0,51,0
"Bay of Plenty","Ohauiti","Ohauiti Settlers Hall, 459 Ohauiti Road","Regular",20,1,0,4,0,49,1,48,1,4,0,0,0,0,0,3,0,131,0
"Bay of Plenty","Ōmokoroa","Omokoroa No. 1 School, Corner Emeny & Plummers Point Roads","Regular",0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,7,0
"Bay of Plenty","Ōmokoroa","Omokoroa Settler's Hall, 334 Omokoroa Road","Regular",0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,7,0
"Bay of Plenty","Oropi","Oropi Memorial Hall and Community Centre, 1295 Oropi Road","Regular",18,2,0,7,0,43,0,36,6,6,0,0,0,1,0,6,0,125,0
"Bay of Plenty","Otūmoetai","Otumoetai School, 236 Otumoetai Road","Regular",0,1,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,11,0
"Bay of Plenty","Pahoia","Pahoia School, Community Hall, 29 Esdaile Road","Regular",0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0
"Bay of Plenty","Papamoa Beach","Evans Road Community Church, 30 Evans Road","Regular",42,2,3,20,0,155,1,110,7,12,0,1,0,0,0,8,1,362,1
"Bay of Plenty","Papamoa Beach","Golden Sands School, 26 Golden Sands Drive","Regular",51,6,3,22,0,201,1,174,5,13,0,0,0,1,0,10,0,487,1
"Bay of Plenty","Papamoa Beach","Papamoa Community Centre, 15 Gravatt Road","Regular",53,10,1,18,0,161,2,147,7,11,0,2,0,0,0,5,0,417,3
"Bay of Plenty","Papamoa Beach","Papamoa Plaza, Shop 66 (Near Foodcourt), 7 Gravatt Road","Regular",29,4,2,12,0,151,1,87,3,12,0,0,0,0,1,1,0,303,1
"Bay of Plenty","Papamoa Beach","Papamoa Primary School, 312 Dickson Road","Regular",15,2,0,7,0,81,0,69,5,11,1,0,0,0,0,8,0,199,2
"Bay of Plenty","Papamoa Beach","Papamoa Sport and Recreation Centre, 80 Alice Way","Regular",12,1,1,8,0,63,0,27,2,13,0,0,0,0,0,3,0,130,0
"Bay of Plenty","Papamoa Beach","Te Akau ki Papamoa Primary School, 29 Doncaster Drive","Regular",24,0,0,3,0,67,0,46,1,4,0,0,0,0,0,4,0,149,0
"Bay of Plenty","Poike","Toi Ohomai Institute of Technology Library, Gate 1, 70 Windemere Drive","Regular",15,4,0,4,0,52,0,48,4,11,0,0,0,1,0,5,0,144,0
"Bay of Plenty","Pyes Pa","Aquinas College, 183 Pyes Pa Road","Regular",17,2,1,3,0,40,0,32,2,3,0,0,0,0,0,1,0,101,1
"Bay of Plenty","Pyes Pa","Pyes Pā School, 978 Pyes Pa Road","Regular",24,0,1,8,1,46,0,47,4,0,0,0,0,0,0,0,0,131,0
"Bay of Plenty","Pyes Pa","Taumata School, 145 Mortlake Heights","Regular",29,6,1,7,0,95,1,92,9,4,0,0,0,0,0,4,1,249,0
